filename,Face Mask,Gloves,Helmet,No Gloves,No Helmet,No Mask
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005322_jpg.rf.0bb8566dc4494e2609b5dad37ef073fb.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005322_jpg.rf.6cdf5e04151d0e7b8a6ac85e023c4a06.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005322_jpg.rf.fabfb38a9d3d6f4e98e0eb059371c674.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005323_jpg.rf.3fc78e418b1e864ce5c44f6c57098b7f.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005323_jpg.rf.99f884385c97ec9ce13e7fa8de8ca5f6.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005323_jpg.rf.ec5ad7a5df08f7453f474d76ced69b14.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005325_jpg.rf.06fcf6eb734decd067d32420c044eac5.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005325_jpg.rf.7f49f82e060c8d709894a17eb4303d43.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005325_jpg.rf.e0b9b62827fe5ab244d755f3591779d1.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005326_jpg.rf.369e4bce01436081220cabfa9ac6163d.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005326_jpg.rf.7016c32f9737d36552a972724ee66cb4.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005326_jpg.rf.b0102ac7bcb3c294209b1e88a2f74cb6.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005327_jpg.rf.0ec07aa4b9d81461d8f495b4ae0313f4.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005327_jpg.rf.b8f5d4c1ea5b39521ff108b09711c851.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005327_jpg.rf.d1f42843a2079a0f6aff81dac79311b6.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005328_jpg.rf.2c0f3fe8842613f1116c0a7740648093.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005328_jpg.rf.4870f1ff2ceeefeb3ae3e7281b5a9039.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005328_jpg.rf.8ce5928863924c1b45e5e64425f4e80a.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005329_jpg.rf.088f9eb370e22faa86b97847cf771864.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005329_jpg.rf.659ffdd5e456524de956d3b6568966ff.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005329_jpg.rf.8e8c11c3b3ed33fe86deea121db7a4eb.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005331_jpg.rf.412453b8ce282775264bede733873fa4.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005331_jpg.rf.754d8182484cc63f73c95c94d1ecaf93.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005331_jpg.rf.a5e70b4e2ff1c9f8ce5d7da2690707a9.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005332_jpg.rf.434418555032c40b371747e6939a3dc8.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005332_jpg.rf.622a63da82fb43fb419b5fa97e96f80b.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005332_jpg.rf.9cd1eba7b834e8fa7f67ab9a91ad8795.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005333_jpg.rf.190e1ac384471f1d3b20be45a92240b8.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005333_jpg.rf.471c050684506a15916e01f9379e69f8.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005333_jpg.rf.b55e99648f5cc4af0e51b24f40a23867.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005334_jpg.rf.16d32e8db9f38ba76c69056e36faac6c.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005334_jpg.rf.b638095bdd8a5b3209158792fd49ce9e.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005334_jpg.rf.b75ee2f98e6b5250a2334b75a9ea6de7.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005336_jpg.rf.ae3d89fa91bfb5b7d1aa4de112e5ffc0.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005336_jpg.rf.e648919d4d43fdfc8c67e7b59393268d.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005336_jpg.rf.f35e254a36747daa2c1afbc086b7e1ab.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005337_jpg.rf.8a5684c6e38daf7fc5b9d1bc14e2c3b6.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005337_jpg.rf.db61930e20ac3c78ac14a6d277ef5744.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005337_jpg.rf.f433cb31d30f42f9d042cc26fa8ecfd4.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005338_jpg.rf.118fee605134e95e13dbea896c305758.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005338_jpg.rf.ae797d01d301ef62968435a4b09d5958.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005338_jpg.rf.b88d87e27f7f2cf643ca5eb016a4854d.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005339_jpg.rf.18740a76cdc5f1f05976b971875ed36a.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005339_jpg.rf.1e79024610affac8f2577ac30a09de7a.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005339_jpg.rf.78aa6b157dd59921d004a7407656391d.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005340_jpg.rf.318c89308d6a8008825f886236f4e4cb.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005340_jpg.rf.e79327a01cafe72aa1f9cb3e79faf2e2.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005340_jpg.rf.fcc7eb1f86a92fd92eb08ee1045ddaf6.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005343_jpg.rf.406d8ab45044785329b2c4d0beb21f79.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005343_jpg.rf.6ec3298834642aea2398f033ef500bc4.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005343_jpg.rf.f017eff5bc6620333b7357627cccc19d.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005344_jpg.rf.046bb2639839becdd551ee802014553b.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005344_jpg.rf.2b1b13edb1519a8b605406d75bffc466.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005344_jpg.rf.61bec54beba0d5e03d8b6e079ce5bece.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005345_jpg.rf.427826c6e06ac5d5e6394e12969a3178.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005345_jpg.rf.9a74429051817e1ef96dbdc7cf4a5df2.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005345_jpg.rf.b06fae860eef687e6be83ad9e07e7ed0.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005346_jpg.rf.5d057b2e207a15fb1fccef5ec911fb90.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005346_jpg.rf.9e04678d06417b114d221a3d897783d1.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005346_jpg.rf.ca26fb5ff1f312734d3c1ddea521f80b.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005347_jpg.rf.171f9cd651f4f9ae82591346e7a539bb.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005347_jpg.rf.349959954f8c77d29005c4c62dfc3d89.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005347_jpg.rf.bf0b2b6b63b7b006396aa0e44d25a3b6.jpg,0,0,0,0,0,0
